coverage_id,scale,category,row_name,window_name,achieved_qps,error_rate,latency_p95_ms,sample_count,source_stage,source_artifact,method
100.lifecycle.telemetry_collect,100,lifecycle,telemetry_collect,baseline,15.088314,0.0,69.662135,4,P36_FULL_FLOW_E2E_50_100_200_REAL,artifacts/phases/P36_FULL_FLOW_E2E_50_100_200_REAL/workload_windows.json,copy_workload_window_metrics
100.lifecycle.telemetry_collect,100,lifecycle,telemetry_collect,baseline,13.706193,0.0,76.336658,4,P36_FULL_FLOW_E2E_50_100_200_REAL,artifacts/phases/P36_FULL_FLOW_E2E_50_100_200_REAL/workload_windows.json,copy_workload_window_metrics
100.lifecycle.telemetry_collect,100,lifecycle,telemetry_collect,event,1.360373,0.0,70.746366,4,P36_FULL_FLOW_E2E_50_100_200_REAL,artifacts/phases/P36_FULL_FLOW_E2E_50_100_200_REAL/workload_windows.json,copy_workload_window_metrics
100.lifecycle.telemetry_collect,100,lifecycle,telemetry_collect,event,7.7437,0.0,62.684031,4,P36_FULL_FLOW_E2E_50_100_200_REAL,artifacts/phases/P36_FULL_FLOW_E2E_50_100_200_REAL/workload_windows.json,copy_workload_window_metrics
100.lifecycle.telemetry_collect,100,lifecycle,telemetry_collect,post_recovery,14.615447,0.0,74.817481,4,P36_FULL_FLOW_E2E_50_100_200_REAL,artifacts/phases/P36_FULL_FLOW_E2E_50_100_200_REAL/workload_windows.json,copy_workload_window_metrics
100.lifecycle.telemetry_collect,100,lifecycle,telemetry_collect,post_recovery,11.905865,0.0,90.326695,4,P36_FULL_FLOW_E2E_50_100_200_REAL,artifacts/phases/P36_FULL_FLOW_E2E_50_100_200_REAL/workload_windows.json,copy_workload_window_metrics
100.lifecycle.telemetry_collect,100,lifecycle,telemetry_collect,pre_event,14.430435,0.0,70.975975,4,P36_FULL_FLOW_E2E_50_100_200_REAL,artifacts/phases/P36_FULL_FLOW_E2E_50_100_200_REAL/workload_windows.json,copy_workload_window_metrics
100.lifecycle.telemetry_collect,100,lifecycle,telemetry_collect,pre_event,13.176095,0.0,84.227189,4,P36_FULL_FLOW_E2E_50_100_200_REAL,artifacts/phases/P36_FULL_FLOW_E2E_50_100_200_REAL/workload_windows.json,copy_workload_window_metrics
100.lifecycle.telemetry_collect,100,lifecycle,telemetry_collect,recovery,13.749874,0.0,75.723121,4,P36_FULL_FLOW_E2E_50_100_200_REAL,artifacts/phases/P36_FULL_FLOW_E2E_50_100_200_REAL/workload_windows.json,copy_workload_window_metrics
100.lifecycle.telemetry_collect,100,lifecycle,telemetry_collect,recovery,15.296221,0.0,70.898015,4,P36_FULL_FLOW_E2E_50_100_200_REAL,artifacts/phases/P36_FULL_FLOW_E2E_50_100_200_REAL/workload_windows.json,copy_workload_window_metrics
100.management.add_replica,100,management,add_replica,all_run,8.035644,0.0,86.211196,20,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.add_replica,100,management,add_replica,baseline,11.496163,0.0,105.502329,4,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.add_replica,100,management,add_replica,event,3.049137,0.0,68.707539,4,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.add_replica,100,management,add_replica,post_recovery,13.9093,0.0,79.587537,4,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.add_replica,100,management,add_replica,pre_event,14.610598,0.0,71.636381,4,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.add_replica,100,management,add_replica,recovery,15.000312,0.0,73.941923,4,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.create_cluster,100,management,create_cluster,all_run,8.255165,0.0,77.855275,20,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.create_cluster,100,management,create_cluster,baseline,14.676206,0.0,70.334208,4,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.create_cluster,100,management,create_cluster,event,2.992848,0.0,76.549144,4,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.create_cluster,100,management,create_cluster,post_recovery,14.79029,0.0,70.508002,4,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.create_cluster,100,management,create_cluster,pre_event,14.765721,0.0,70.744702,4,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.create_cluster,100,management,create_cluster,recovery,14.743274,0.0,76.128675,4,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.meet_nodes,100,management,meet_nodes,all_run,8.526502,0.0,80.696509,20,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.meet_nodes,100,management,meet_nodes,baseline,15.744751,0.0,82.743927,4,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.meet_nodes,100,management,meet_nodes,event,3.05475,0.0,71.707896,4,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.meet_nodes,100,management,meet_nodes,post_recovery,16.004799,0.0,68.087488,4,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.meet_nodes,100,management,meet_nodes,pre_event,16.101993,0.0,66.842408,4,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.meet_nodes,100,management,meet_nodes,recovery,14.148616,0.0,79.378659,4,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.rebalance_after_imbalance,100,management,rebalance_after_imbalance,all_run,0.696077,0.0,76.802875,20,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.rebalance_after_imbalance,100,management,rebalance_after_imbalance,baseline,15.901351,0.0,72.319329,4,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.rebalance_after_imbalance,100,management,rebalance_after_imbalance,event,0.144593,0.0,77.756411,4,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.rebalance_after_imbalance,100,management,rebalance_after_imbalance,post_recovery,15.163311,0.0,72.635446,4,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.rebalance_after_imbalance,100,management,rebalance_after_imbalance,pre_event,14.708347,0.0,76.107775,4,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.rebalance_after_imbalance,100,management,rebalance_after_imbalance,recovery,14.28245,0.0,76.196827,4,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.remove_failed_node,100,management,remove_failed_node,all_run,0.438637,0.0,76.380637,20,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.remove_failed_node,100,management,remove_failed_node,baseline,14.120957,0.0,75.687352,4,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.remove_failed_node,100,management,remove_failed_node,event,0.089898,0.0,70.223198,4,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.remove_failed_node,100,management,remove_failed_node,post_recovery,14.406058,0.0,75.855517,4,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.remove_failed_node,100,management,remove_failed_node,pre_event,15.496673,0.0,72.307033,4,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.remove_failed_node,100,management,remove_failed_node,recovery,14.261667,0.0,74.288364,4,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.remove_primary_drained_or_safe_replaced,100,management,remove_primary_drained_or_safe_replaced,all_run,0.333265,0.0,82.3464,20,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.remove_primary_drained_or_safe_replaced,100,management,remove_primary_drained_or_safe_replaced,baseline,15.163953,0.0,83.23585,4,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.remove_primary_drained_or_safe_replaced,100,management,remove_primary_drained_or_safe_replaced,event,0.067863,0.0,81.970256,4,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.remove_primary_drained_or_safe_replaced,100,management,remove_primary_drained_or_safe_replaced,post_recovery,15.365308,0.0,68.741511,4,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.remove_primary_drained_or_safe_replaced,100,management,remove_primary_drained_or_safe_replaced,pre_event,15.264282,0.0,66.728456,4,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.remove_primary_drained_or_safe_replaced,100,management,remove_primary_drained_or_safe_replaced,recovery,14.150585,0.0,76.379804,4,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.remove_replica,100,management,remove_replica,all_run,0.41317,0.0,78.303767,20,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.remove_replica,100,management,remove_replica,baseline,13.960219,0.0,77.297569,4,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.remove_replica,100,management,remove_replica,event,0.084531,0.0,77.077534,4,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.remove_replica,100,management,remove_replica,post_recovery,14.84111,0.0,68.477002,4,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.remove_replica,100,management,remove_replica,pre_event,15.629472,0.0,69.628648,4,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.remove_replica,100,management,remove_replica,recovery,14.674371,0.0,73.160042,4,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.reshard_slot_range,100,management,reshard_slot_range,all_run,5.034087,0.0,76.517757,20,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.reshard_slot_range,100,management,reshard_slot_range,baseline,15.233003,0.0,73.653178,4,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.reshard_slot_range,100,management,reshard_slot_range,event,1.386841,0.0,77.833546,4,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.reshard_slot_range,100,management,reshard_slot_range,post_recovery,14.579606,0.0,75.582075,4,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.reshard_slot_range,100,management,reshard_slot_range,pre_event,14.91539,0.0,74.817461,4,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.reshard_slot_range,100,management,reshard_slot_range,recovery,14.167069,0.0,74.267239,4,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.reshard_with_keys,100,management,reshard_with_keys,all_run,4.43576,0.0,76.208523,20,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.reshard_with_keys,100,management,reshard_with_keys,baseline,15.173607,0.0,71.166069,4,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.reshard_with_keys,100,management,reshard_with_keys,event,1.159584,0.0,77.452223,4,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.reshard_with_keys,100,management,reshard_with_keys,post_recovery,15.027086,0.0,69.048128,4,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.reshard_with_keys,100,management,reshard_with_keys,pre_event,14.853179,0.0,72.271214,4,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.reshard_with_keys,100,management,reshard_with_keys,recovery,15.436786,0.0,68.049825,4,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.rolling_restart_primary_safe,100,management,rolling_restart_primary_safe,all_run,0.091452,0.0,74.373302,20,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.rolling_restart_primary_safe,100,management,rolling_restart_primary_safe,baseline,14.066723,0.0,74.539604,4,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.rolling_restart_primary_safe,100,management,rolling_restart_primary_safe,event,0.018378,0.0,73.407323,4,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.rolling_restart_primary_safe,100,management,rolling_restart_primary_safe,post_recovery,15.790635,0.0,68.348269,4,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.rolling_restart_primary_safe,100,management,rolling_restart_primary_safe,pre_event,15.449018,0.0,72.574712,4,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.rolling_restart_primary_safe,100,management,rolling_restart_primary_safe,recovery,16.276254,0.0,65.149927,4,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.rolling_restart_replica_first,100,management,rolling_restart_replica_first,all_run,0.086997,0.0,78.846596,20,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.rolling_restart_replica_first,100,management,rolling_restart_replica_first,baseline,15.414429,0.0,68.692816,4,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.rolling_restart_replica_first,100,management,rolling_restart_replica_first,event,0.017481,0.0,69.607037,4,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.rolling_restart_replica_first,100,management,rolling_restart_replica_first,post_recovery,14.668842,0.0,77.345015,4,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.rolling_restart_replica_first,100,management,rolling_restart_replica_first,pre_event,15.005146,0.0,73.992944,4,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
100.management.rolling_restart_replica_first,100,management,rolling_restart_replica_first,recovery,14.376014,0.0,78.160252,4,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/workload_windows.json,copy_workload_window_metrics
200.fault.az_stop,200,fault,az_stop,event,444.444,0.0,3.885,8,P35_FAULT_FAILOVER_MATRIX_200_REAL,artifacts/phases/P35_FAULT_FAILOVER_MATRIX_200_REAL/workload_windows.json,copy_workload_window_metrics
200.fault.fault_period_workload_impact,200,fault,fault_period_workload_impact,event,258.065,0.0,6.774,8,P35_FAULT_FAILOVER_MATRIX_200_REAL,artifacts/phases/P35_FAULT_FAILOVER_MATRIX_200_REAL/workload_windows.json,copy_workload_window_metrics
200.fault.majority_partition,200,fault,majority_partition,event,0.0,1.0,0.0,12,P35_FAULT_FAILOVER_MATRIX_200_REAL,artifacts/phases/P35_FAULT_FAILOVER_MATRIX_200_REAL/workload_windows.json,copy_workload_window_metrics
200.fault.minority_partition,200,fault,minority_partition,event,0.0,1.0,0.0,12,P35_FAULT_FAILOVER_MATRIX_200_REAL,artifacts/phases/P35_FAULT_FAILOVER_MATRIX_200_REAL/workload_windows.json,copy_workload_window_metrics
200.fault.network_delay,200,fault,network_delay,event,6.036,0.0,169.776,12,P35_FAULT_FAILOVER_MATRIX_200_REAL,artifacts/phases/P35_FAULT_FAILOVER_MATRIX_200_REAL/workload_windows.json,copy_workload_window_metrics
200.fault.network_flap,200,fault,network_flap,event,200.0,0.666667,7.113,12,P35_FAULT_FAILOVER_MATRIX_200_REAL,artifacts/phases/P35_FAULT_FAILOVER_MATRIX_200_REAL/workload_windows.json,copy_workload_window_metrics
200.fault.network_loss,200,fault,network_loss,event,352.941,0.5,4.317,12,P35_FAULT_FAILOVER_MATRIX_200_REAL,artifacts/phases/P35_FAULT_FAILOVER_MATRIX_200_REAL/workload_windows.json,copy_workload_window_metrics
200.fault.network_partition,200,fault,network_partition,event,0.0,1.0,0.0,12,P35_FAULT_FAILOVER_MATRIX_200_REAL,artifacts/phases/P35_FAULT_FAILOVER_MATRIX_200_REAL/workload_windows.json,copy_workload_window_metrics
200.fault.node_host_stop,200,fault,node_host_stop,event,500.0,0.0,2.562,8,P35_FAULT_FAILOVER_MATRIX_200_REAL,artifacts/phases/P35_FAULT_FAILOVER_MATRIX_200_REAL/workload_windows.json,copy_workload_window_metrics
200.fault.primary_stop_failover,200,fault,primary_stop_failover,event,0.0,1.0,0.0,8,P35_FAULT_FAILOVER_MATRIX_200_REAL,artifacts/phases/P35_FAULT_FAILOVER_MATRIX_200_REAL/workload_windows.json,copy_workload_window_metrics
200.fault.primary_stop_failover,200,fault,primary_stop_failover,event,0.0,1.0,0.0,8,P35_FAULT_FAILOVER_MATRIX_200_REAL,artifacts/phases/P35_FAULT_FAILOVER_MATRIX_200_REAL/workload_windows.json,copy_workload_window_metrics
200.fault.primary_stop_failover,200,fault,primary_stop_failover,event,13.699,0.25,3.301,8,P35_FAULT_FAILOVER_MATRIX_200_REAL,artifacts/phases/P35_FAULT_FAILOVER_MATRIX_200_REAL/workload_windows.json,copy_workload_window_metrics
200.fault.replica_stop,200,fault,replica_stop,event,470.588,0.0,4.054,8,P35_FAULT_FAILOVER_MATRIX_200_REAL,artifacts/phases/P35_FAULT_FAILOVER_MATRIX_200_REAL/workload_windows.json,copy_workload_window_metrics
200.fault.split_brain_window_detection,200,fault,split_brain_window_detection,event,285.714,0.0,4.933,8,P35_FAULT_FAILOVER_MATRIX_200_REAL,artifacts/phases/P35_FAULT_FAILOVER_MATRIX_200_REAL/workload_windows.json,copy_workload_window_metrics
200.lifecycle.baseline_workload,200,lifecycle,baseline_workload,baseline,14.723249,0.0,77.568833,6,P36_FULL_FLOW_E2E_50_100_200_REAL,artifacts/phases/P36_FULL_FLOW_E2E_50_100_200_REAL/workload_windows.json,copy_workload_window_metrics
200.lifecycle.telemetry_collect,200,lifecycle,telemetry_collect,all_run,3.017523,0.0,80.005835,20,P36_FULL_FLOW_E2E_50_100_200_REAL,artifacts/phases/P36_FULL_FLOW_E2E_50_100_200_REAL/workload_windows.json,copy_workload_window_metrics
200.lifecycle.telemetry_collect,200,lifecycle,telemetry_collect,all_run,10.708716,0.0,77.822518,20,P36_FULL_FLOW_E2E_50_100_200_REAL,artifacts/phases/P36_FULL_FLOW_E2E_50_100_200_REAL/workload_windows.json,copy_workload_window_metrics
200.lifecycle.telemetry_collect,200,lifecycle,telemetry_collect,baseline,13.961476,0.0,79.636331,4,P36_FULL_FLOW_E2E_50_100_200_REAL,artifacts/phases/P36_FULL_FLOW_E2E_50_100_200_REAL/workload_windows.json,copy_workload_window_metrics
200.lifecycle.telemetry_collect,200,lifecycle,telemetry_collect,baseline,16.09165,0.0,69.088777,4,P36_FULL_FLOW_E2E_50_100_200_REAL,artifacts/phases/P36_FULL_FLOW_E2E_50_100_200_REAL/workload_windows.json,copy_workload_window_metrics
200.lifecycle.telemetry_collect,200,lifecycle,telemetry_collect,event,0.72295,0.0,71.108537,4,P36_FULL_FLOW_E2E_50_100_200_REAL,artifacts/phases/P36_FULL_FLOW_E2E_50_100_200_REAL/workload_windows.json,copy_workload_window_metrics
200.lifecycle.telemetry_collect,200,lifecycle,telemetry_collect,event,4.952509,0.0,80.839861,4,P36_FULL_FLOW_E2E_50_100_200_REAL,artifacts/phases/P36_FULL_FLOW_E2E_50_100_200_REAL/workload_windows.json,copy_workload_window_metrics
200.lifecycle.telemetry_collect,200,lifecycle,telemetry_collect,post_recovery,14.764829,0.0,73.95021,4,P36_FULL_FLOW_E2E_50_100_200_REAL,artifacts/phases/P36_FULL_FLOW_E2E_50_100_200_REAL/workload_windows.json,copy_workload_window_metrics
200.lifecycle.telemetry_collect,200,lifecycle,telemetry_collect,post_recovery,14.795756,0.0,70.527425,4,P36_FULL_FLOW_E2E_50_100_200_REAL,artifacts/phases/P36_FULL_FLOW_E2E_50_100_200_REAL/workload_windows.json,copy_workload_window_metrics
200.lifecycle.telemetry_collect,200,lifecycle,telemetry_collect,pre_event,15.536112,0.0,68.848956,4,P36_FULL_FLOW_E2E_50_100_200_REAL,artifacts/phases/P36_FULL_FLOW_E2E_50_100_200_REAL/workload_windows.json,copy_workload_window_metrics
200.lifecycle.telemetry_collect,200,lifecycle,telemetry_collect,pre_event,14.946287,0.0,75.387777,4,P36_FULL_FLOW_E2E_50_100_200_REAL,artifacts/phases/P36_FULL_FLOW_E2E_50_100_200_REAL/workload_windows.json,copy_workload_window_metrics
200.lifecycle.telemetry_collect,200,lifecycle,telemetry_collect,recovery,14.339419,0.0,80.491621,4,P36_FULL_FLOW_E2E_50_100_200_REAL,artifacts/phases/P36_FULL_FLOW_E2E_50_100_200_REAL/workload_windows.json,copy_workload_window_metrics
200.lifecycle.telemetry_collect,200,lifecycle,telemetry_collect,recovery,14.694827,0.0,76.579589,4,P36_FULL_FLOW_E2E_50_100_200_REAL,artifacts/phases/P36_FULL_FLOW_E2E_50_100_200_REAL/workload_windows.json,copy_workload_window_metrics
200.management.add_replica,200,management,add_replica,all_run,5.487928,0.0,74.300552,20,P32_MANAGEMENT_MATRIX_200_REAL,artifacts/phases/P32_MANAGEMENT_MATRIX_200_REAL/workload_windows.json,copy_workload_window_metrics
200.management.add_replica,200,management,add_replica,baseline,16.119272,0.0,63.721039,4,P32_MANAGEMENT_MATRIX_200_REAL,artifacts/phases/P32_MANAGEMENT_MATRIX_200_REAL/workload_windows.json,copy_workload_window_metrics
200.management.add_replica,200,management,add_replica,event,1.558917,0.0,75.408331,4,P32_MANAGEMENT_MATRIX_200_REAL,artifacts/phases/P32_MANAGEMENT_MATRIX_200_REAL/workload_windows.json,copy_workload_window_metrics
200.management.add_replica,200,management,add_replica,post_recovery,14.588269,0.0,74.173698,4,P32_MANAGEMENT_MATRIX_200_REAL,artifacts/phases/P32_MANAGEMENT_MATRIX_200_REAL/workload_windows.json,copy_workload_window_metrics
200.management.add_replica,200,management,add_replica,pre_event,14.212991,0.0,72.116996,4,P32_MANAGEMENT_MATRIX_200_REAL,artifacts/phases/P32_MANAGEMENT_MATRIX_200_REAL/workload_windows.json,copy_workload_window_metrics
200.management.add_replica,200,management,add_replica,recovery,14.627276,0.0,72.690003,4,P32_MANAGEMENT_MATRIX_200_REAL,artifacts/phases/P32_MANAGEMENT_MATRIX_200_REAL/workload_windows.json,copy_workload_window_metrics
200.management.create_cluster,200,management,create_cluster,all_run,5.388763,0.0,88.833631,20,P32_MANAGEMENT_MATRIX_200_REAL,artifacts/phases/P32_MANAGEMENT_MATRIX_200_REAL/workload_windows.json,copy_workload_window_metrics
200.management.create_cluster,200,management,create_cluster,baseline,14.487634,0.0,75.590281,4,P32_MANAGEMENT_MATRIX_200_REAL,artifacts/phases/P32_MANAGEMENT_MATRIX_200_REAL/workload_windows.json,copy_workload_window_metrics
200.management.create_cluster,200,management,create_cluster,event,1.548678,0.0,86.127572,4,P32_MANAGEMENT_MATRIX_200_REAL,artifacts/phases/P32_MANAGEMENT_MATRIX_200_REAL/workload_windows.json,copy_workload_window_metrics
